"vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,0.0015,0.0015,0.0015,5e-06
1,0.001503,0.0015,0.001503,5e-06
1,0.001506,0.0015,0.001506,5e-06
1,0.001509,0.0015,0.001509,5e-06
1,0.001512,0.0015,0.001512,5e-06
1,0.001515,0.0015,0.001515,5e-06
1,0.001518,0.0015,0.001518,5e-06
1,0.001521,0.0015,0.001521,5e-06
1,0.001524,0.0015,0.001524,5e-06
1,0.001527,0.0015,0.001527,5e-06
1,0.00153,0.0015,0.00153,5e-06
1,0.001533,0.0015,0.001533,5e-06
1,0.001536,0.0015,0.001536,5e-06
1,0.001539,0.0015,0.001539,5e-06
1,0.001542,0.0015,0.001542,5e-06
1,0.001545,0.0015,0.001545,5e-06
1,0.001548,0.0015,0.001548,5e-06
1,0.001551,0.0015,0.001551,5e-06
1,0.001554,0.0015,0.001554,5e-06
1,0.001557,0.0015,0.001557,5e-06
1,0.00156,0.0015,0.00156,5e-06
1,0.001563,0.0015,0.001563,5e-06
1,0.001566,0.0015,0.001566,5e-06
1,0.001569,0.0015,0.001569,5e-06
1,0.001572,0.0015,0.001572,5e-06
1,0.001575,0.0015,0.001575,5e-06
1,0.001578,0.0015,0.001578,5e-06
1,0.001581,0.0015,0.001581,5e-06
1,0.001584,0.0015,0.001584,5e-06
1,0.001587,0.0015,0.001587,5e-06
1,0.00159,0.0015,0.00159,5e-06
1,0.001593,0.0015,0.001593,5e-06
1,0.001596,0.0015,0.001596,5e-06
1,0.001599,0.0015,0.001599,5e-06
1,0.001602,0.0015,0.001602,5e-06
1,0.001605,0.0015,0.001605,5e-06
1,0.001608,0.0015,0.001608,5e-06
1,0.001611,0.0015,0.001611,5e-06
1,0.001614,0.0015,0.001614,5e-06
1,0.001617,0.0015,0.001617,5e-06
1,0.00162,0.0015,0.00162,5e-06
1,0.001623,0.0015,0.001623,5e-06
1,0.001626,0.0015,0.001626,5e-06
1,0.001629,0.0015,0.001629,5e-06
1,0.001632,0.0015,0.001632,5e-06
1,0.001635,0.0015,0.001635,5e-06
1,0.001638,0.0015,0.001638,5e-06
1,0.001641,0.0015,0.001641,5e-06
1,0.001644,0.0015,0.001644,5e-06
1,0.001647,0.0015,0.001647,5e-06
1,0.00165,0.0015,0.00165,5e-06
1,0.001653,0.0015,0.001653,5e-06
1,0.001656,0.0015,0.001656,5e-06
1,0.001659,0.0015,0.001659,5e-06
1,0.001662,0.0015,0.001662,5e-06
1,0.001665,0.0015,0.001665,5e-06
1,0.001668,0.0015,0.001668,5e-06
1,0.001671,0.0015,0.001671,5e-06
1,0.001674,0.0015,0.001674,5e-06
1,0.001677,0.0015,0.001677,5e-06
1,0.00168,0.0015,0.00168,5e-06
1,0.001683,0.0015,0.001683,5e-06
1,0.001686,0.0015,0.001686,5e-06
1,0.001689,0.0015,0.001689,5e-06
1,0.001692,0.0015,0.001692,5e-06
1,0.001695,0.0015,0.001695,5e-06
1,0.001698,0.0015,0.001698,5e-06
1,0.001701,0.0015,0.001701,5e-06
1,0.001704,0.0015,0.001704,5e-06
1,0.001707,0.0015,0.001707,5e-06
1,0.00171,0.0015,0.00171,5e-06
1,0.001713,0.0015,0.001713,5e-06
1,0.001716,0.0015,0.001716,5e-06
1,0.001719,0.0015,0.001719,5e-06
1,0.001722,0.0015,0.001722,5e-06
1,0.001725,0.0015,0.001725,5e-06
1,0.001728,0.0015,0.001728,5e-06
1,0.001731,0.0015,0.001731,5e-06
1,0.001734,0.0015,0.001734,5e-06
1,0.001737,0.0015,0.001737,5e-06
1,0.00174,0.0015,0.00174,5e-06
1,0.001743,0.0015,0.001743,5e-06
1,0.001746,0.0015,0.001746,5e-06
1,0.001749,0.0015,0.001749,5e-06
1,0.001752,0.0015,0.001752,5e-06
1,0.001755,0.0015,0.001755,5e-06
1,0.001758,0.0015,0.001758,5e-06
1,0.001761,0.0015,0.001761,5e-06
1,0.001764,0.0015,0.001764,5e-06
1,0.001767,0.0015,0.001767,5e-06
1,0.00177,0.0015,0.00177,5e-06
1,0.001773,0.0015,0.001773,5e-06
1,0.001776,0.0015,0.001776,5e-06
1,0.001779,0.0015,0.001779,5e-06
1,0.001782,0.0015,0.001782,5e-06
1,0.001785,0.0015,0.001785,5e-06
1,0.001788,0.0015,0.001788,5e-06
1,0.001791,0.0015,0.001791,5e-06
1,0.001794,0.0015,0.001794,5e-06
1,0.001797,0.0015,0.001797,5e-06
1,0.0018,0.0015,0.0018,5e-06
1,0.001803,0.0015,0.001803,5e-06
1,0.001806,0.0015,0.001806,5e-06
1,0.001809,0.0015,0.001809,5e-06
1,0.001812,0.0015,0.001812,5e-06
1,0.001815,0.0015,0.001815,5e-06
1,0.001818,0.0015,0.001818,5e-06
1,0.001821,0.0015,0.001821,5e-06
1,0.001824,0.0015,0.001824,5e-06
1,0.001827,0.0015,0.001827,5e-06
1,0.00183,0.0015,0.00183,5e-06
1,0.001833,0.0015,0.001833,5e-06
1,0.001836,0.0015,0.001836,5e-06
1,0.001839,0.0015,0.001839,5e-06
1,0.001842,0.0015,0.001842,5e-06
1,0.001845,0.0015,0.001845,5e-06
1,0.001848,0.0015,0.001848,5e-06
1,0.001851,0.0015,0.001851,5e-06
1,0.001854,0.0015,0.001854,5e-06
1,0.001857,0.0015,0.001857,5e-06
1,0.00186,0.0015,0.00186,5e-06
1,0.001863,0.0015,0.001863,5e-06
1,0.001866,0.0015,0.001866,5e-06
1,0.001869,0.0015,0.001869,5e-06
1,0.001872,0.0015,0.001872,5e-06
1,0.001875,0.0015,0.001875,5e-06
1,0.001878,0.0015,0.001878,5e-06
1,0.001881,0.0015,0.001881,5e-06
1,0.001884,0.0015,0.001884,5e-06
1,0.001887,0.0015,0.001887,5e-06
1,0.00189,0.0015,0.00189,5e-06
1,0.001893,0.0015,0.001893,5e-06
1,0.001896,0.0015,0.001896,5e-06
1,0.001899,0.0015,0.001899,5e-06
1,0.001902,0.0015,0.001902,5e-06
1,0.001905,0.0015,0.001905,5e-06
1,0.001908,0.0015,0.001908,5e-06
1,0.001911,0.0015,0.001911,5e-06
1,0.001914,0.0015,0.001914,5e-06
1,0.001917,0.0015,0.001917,5e-06
1,0.00192,0.0015,0.00192,5e-06
1,0.001923,0.0015,0.001923,5e-06
1,0.001926,0.0015,0.001926,5e-06
1,0.001929,0.0015,0.001929,5e-06
1,0.001932,0.0015,0.001932,5e-06
1,0.001935,0.0015,0.001935,5e-06
1,0.001938,0.0015,0.001938,5e-06
1,0.001941,0.0015,0.001941,5e-06
1,0.001944,0.0015,0.001944,5e-06
1,0.001947,0.0015,0.001947,5e-06
1,0.00195,0.0015,0.00195,5e-06
1,0.001953,0.0015,0.001953,5e-06
1,0.001956,0.0015,0.001956,5e-06
1,0.001959,0.0015,0.001959,5e-06
1,0.001962,0.0015,0.001962,5e-06
1,0.001965,0.0015,0.001965,5e-06
1,0.001968,0.0015,0.001968,5e-06
1,0.001971,0.0015,0.001971,5e-06
1,0.001974,0.0015,0.001974,5e-06
1,0.001977,0.0015,0.001977,5e-06
1,0.00198,0.0015,0.00198,5e-06
1,0.001983,0.0015,0.001983,5e-06
1,0.001986,0.0015,0.001986,5e-06
1,0.001989,0.0015,0.001989,5e-06
1,0.001992,0.0015,0.001992,5e-06
1,0.001995,0.0015,0.001995,5e-06
1,0.001998,0.0015,0.001998,5e-06
1,0.002001,0.0015,0.002001,5e-06
1,0.002004,0.0015,0.002004,5e-06
1,0.002007,0.0015,0.002007,5e-06
1,0.00201,0.0015,0.00201,5e-06
1,0.002013,0.0015,0.002013,5e-06
1,0.002016,0.0015,0.002016,5e-06
1,0.002019,0.0015,0.002019,5e-06
1,0.002022,0.0015,0.002022,5e-06
1,0.002025,0.0015,0.002025,5e-06
1,0.002028,0.0015,0.002028,5e-06
1,0.002031,0.0015,0.002031,5e-06
1,0.002034,0.0015,0.002034,5e-06
1,0.002037,0.0015,0.002037,5e-06
1,0.00204,0.0015,0.00204,5e-06
1,0.002043,0.0015,0.002043,5e-06
1,0.002046,0.0015,0.002046,5e-06
1,0.002049,0.0015,0.002049,5e-06
1,0.002052,0.0015,0.002052,5e-06
1,0.002055,0.0015,0.002055,5e-06
1,0.002058,0.0015,0.002058,5e-06
1,0.002061,0.0015,0.002061,5e-06
1,0.002064,0.0015,0.002064,5e-06
1,0.002067,0.0015,0.002067,5e-06
1,0.00207,0.0015,0.00207,5e-06
1,0.002073,0.0015,0.002073,5e-06
1,0.002076,0.0015,0.002076,5e-06
1,0.002079,0.0015,0.002079,5e-06
1,0.002082,0.0015,0.002082,5e-06
1,0.002085,0.0015,0.002085,5e-06
1,0.002088,0.0015,0.002088,5e-06
1,0.002091,0.0015,0.002091,5e-06
1,0.002094,0.0015,0.002094,5e-06
1,0.002097,0.0015,0.002097,5e-06
1,0.0021,0.0015,0.0021,5e-06
1,0.002103,0.0015,0.002103,5e-06
1,0.002106,0.0015,0.002106,5e-06
1,0.002109,0.0015,0.002109,5e-06
1,0.002112,0.0015,0.002112,5e-06
1,0.002115,0.0015,0.002115,5e-06
1,0.002118,0.0015,0.002118,5e-06
1,0.002121,0.0015,0.002121,5e-06
1,0.002124,0.0015,0.002124,5e-06
1,0.002127,0.0015,0.002127,5e-06
1,0.00213,0.0015,0.00213,5e-06
1,0.002133,0.0015,0.002133,5e-06
1,0.002136,0.0015,0.002136,5e-06
1,0.002139,0.0015,0.002139,5e-06
1,0.002142,0.0015,0.002142,5e-06
1,0.002145,0.0015,0.002145,5e-06
1,0.002148,0.0015,0.002148,5e-06
1,0.002151,0.0015,0.002151,5e-06
1,0.002154,0.0015,0.002154,5e-06
1,0.002157,0.0015,0.002157,5e-06
1,0.00216,0.0015,0.00216,5e-06
1,0.002163,0.0015,0.002163,5e-06
1,0.002166,0.0015,0.002166,5e-06
1,0.002169,0.0015,0.002169,5e-06
1,0.002172,0.0015,0.002172,5e-06
1,0.002175,0.0015,0.002175,5e-06
1,0.002178,0.0015,0.002178,5e-06
1,0.002181,0.0015,0.002181,5e-06
1,0.002184,0.0015,0.002184,5e-06
1,0.002187,0.0015,0.002187,5e-06
1,0.00219,0.0015,0.00219,5e-06
1,0.002193,0.0015,0.002193,5e-06
1,0.002196,0.0015,0.002196,5e-06
1,0.002199,0.0015,0.002199,5e-06
1,0.002202,0.0015,0.002202,5e-06
1,0.002205,0.0015,0.002205,5e-06
1,0.002208,0.0015,0.002208,5e-06
1,0.002211,0.0015,0.002211,5e-06
1,0.002214,0.0015,0.002214,5e-06
1,0.002217,0.0015,0.002217,5e-06
1,0.00222,0.0015,0.00222,5e-06
1,0.002223,0.0015,0.002223,5e-06
1,0.002226,0.0015,0.002226,5e-06
1,0.002229,0.0015,0.002229,5e-06
1,0.002232,0.0015,0.002232,5e-06
1,0.002235,0.0015,0.002235,5e-06
1,0.002238,0.0015,0.002238,5e-06
1,0.002241,0.0015,0.002241,5e-06
1,0.002244,0.0015,0.002244,5e-06
1,0.002247,0.0015,0.002247,5e-06
1,0.00225,0.0015,0.00225,5e-06
1,0.002253,0.0015,0.002253,5e-06
1,0.002256,0.0015,0.002256,5e-06
1,0.002259,0.0015,0.002259,5e-06
1,0.002262,0.0015,0.002262,5e-06
1,0.002265,0.0015,0.002265,5e-06
1,0.002268,0.0015,0.002268,5e-06
1,0.002271,0.0015,0.002271,5e-06
1,0.002274,0.0015,0.002274,5e-06
1,0.002277,0.0015,0.002277,5e-06
1,0.00228,0.0015,0.00228,5e-06
1,0.002283,0.0015,0.002283,5e-06
1,0.002286,0.0015,0.002286,5e-06
1,0.002289,0.0015,0.002289,5e-06
1,0.002292,0.0015,0.002292,5e-06
1,0.002295,0.0015,0.002295,5e-06
1,0.002298,0.0015,0.002298,5e-06
1,0.002301,0.0015,0.002301,5e-06
1,0.002304,0.0015,0.002304,5e-06
1,0.002307,0.0015,0.002307,5e-06
1,0.00231,0.0015,0.00231,5e-06
1,0.002313,0.0015,0.002313,5e-06
1,0.002316,0.0015,0.002316,5e-06
1,0.002319,0.0015,0.002319,5e-06
1,0.002322,0.0015,0.002322,5e-06
1,0.002325,0.0015,0.002325,5e-06
1,0.002328,0.0015,0.002328,5e-06
1,0.002331,0.0015,0.002331,5e-06
1,0.002334,0.0015,0.002334,5e-06
1,0.002337,0.0015,0.002337,5e-06
1,0.00234,0.0015,0.00234,5e-06
1,0.002343,0.0015,0.002343,5e-06
1,0.002346,0.0015,0.002346,5e-06
1,0.002349,0.0015,0.002349,5e-06
1,0.002352,0.0015,0.002352,5e-06
1,0.002355,0.0015,0.002355,5e-06
1,0.002358,0.0015,0.002358,5e-06
1,0.002361,0.0015,0.002361,5e-06
1,0.002364,0.0015,0.002364,5e-06
1,0.002367,0.0015,0.002367,5e-06
1,0.00237,0.0015,0.00237,5e-06
1,0.002373,0.0015,0.002373,5e-06
1,0.002376,0.0015,0.002376,5e-06
1,0.002379,0.0015,0.002379,5e-06
1,0.002382,0.0015,0.002382,5e-06
1,0.002385,0.0015,0.002385,5e-06
1,0.002388,0.0015,0.002388,5e-06
1,0.002391,0.0015,0.002391,5e-06
1,0.002394,0.0015,0.002394,5e-06
1,0.002397,0.0015,0.002397,5e-06
1,0.0024,0.0015,0.0024,5e-06
1,0.002403,0.0015,0.002403,5e-06
1,0.002406,0.0015,0.002406,5e-06
1,0.002409,0.0015,0.002409,5e-06
1,0.002412,0.0015,0.002412,5e-06
1,0.002415,0.0015,0.002415,5e-06
1,0.002418,0.0015,0.002418,5e-06
1,0.002421,0.0015,0.002421,5e-06
1,0.002424,0.0015,0.002424,5e-06
1,0.002427,0.0015,0.002427,5e-06
1,0.00243,0.0015,0.00243,5e-06
1,0.002433,0.0015,0.002433,5e-06
1,0.002436,0.0015,0.002436,5e-06
1,0.002439,0.0015,0.002439,5e-06
1,0.002442,0.0015,0.002442,5e-06
1,0.002445,0.0015,0.002445,5e-06
1,0.002448,0.0015,0.002448,5e-06
1,0.002451,0.0015,0.002451,5e-06
1,0.002454,0.0015,0.002454,5e-06
1,0.002457,0.0015,0.002457,5e-06
1,0.00246,0.0015,0.00246,5e-06
1,0.002463,0.0015,0.002463,5e-06
1,0.002466,0.0015,0.002466,5e-06
1,0.002469,0.0015,0.002469,5e-06
1,0.002472,0.0015,0.002472,5e-06
1,0.002475,0.0015,0.002475,5e-06
1,0.002478,0.0015,0.002478,5e-06
1,0.002481,0.0015,0.002481,5e-06
1,0.002484,0.0015,0.002484,5e-06
1,0.002487,0.0015,0.002487,5e-06
1,0.00249,0.0015,0.00249,5e-06
1,0.002493,0.0015,0.002493,5e-06
1,0.002496,0.0015,0.002496,5e-06
1,0.002499,0.0015,0.002499,5e-06
1,0.002502,0.0015,0.002502,5e-06
1,0.002505,0.0015,0.002505,5e-06
1,0.002508,0.0015,0.002508,5e-06
1,0.002511,0.0015,0.002511,5e-06
1,0.002514,0.0015,0.002514,5e-06
1,0.002517,0.0015,0.002517,5e-06
1,0.00252,0.0015,0.00252,5e-06
1,0.002523,0.0015,0.002523,5e-06
1,0.002526,0.0015,0.002526,5e-06
1,0.002529,0.0015,0.002529,5e-06
1,0.002532,0.0015,0.002532,5e-06
1,0.002535,0.0015,0.002535,5e-06
1,0.002538,0.0015,0.002538,5e-06
1,0.002541,0.0015,0.002541,5e-06
1,0.002544,0.0015,0.002544,5e-06
1,0.002547,0.0015,0.002547,5e-06
1,0.00255,0.0015,0.00255,5e-06
1,0.002553,0.0015,0.002553,5e-06
1,0.002556,0.0015,0.002556,5e-06
1,0.002559,0.0015,0.002559,5e-06
1,0.002562,0.0015,0.002562,5e-06
1,0.002565,0.0015,0.002565,5e-06
1,0.002568,0.0015,0.002568,5e-06
1,0.002571,0.0015,0.002571,5e-06
1,0.002574,0.0015,0.002574,5e-06
1,0.002577,0.0015,0.002577,5e-06
1,0.00258,0.0015,0.00258,5e-06
1,0.002583,0.0015,0.002583,5e-06
1,0.002586,0.0015,0.002586,5e-06
1,0.002589,0.0015,0.002589,5e-06
1,0.002592,0.0015,0.002592,5e-06
1,0.002595,0.0015,0.002595,5e-06
1,0.002598,0.0015,0.002598,5e-06
1,0.002601,0.0015,0.002601,5e-06
1,0.002604,0.0015,0.002604,5e-06
1,0.002607,0.0015,0.002607,5e-06
1,0.00261,0.0015,0.00261,5e-06
1,0.002613,0.0015,0.002613,5e-06
1,0.002616,0.0015,0.002616,5e-06
1,0.002619,0.0015,0.002619,5e-06
1,0.002622,0.0015,0.002622,5e-06
1,0.002625,0.0015,0.002625,5e-06
1,0.002628,0.0015,0.002628,5e-06
1,0.002631,0.0015,0.002631,5e-06
1,0.002634,0.0015,0.002634,5e-06
1,0.002637,0.0015,0.002637,5e-06
1,0.00264,0.0015,0.00264,5e-06
1,0.002643,0.0015,0.002643,5e-06
1,0.002646,0.0015,0.002646,5e-06
1,0.002649,0.0015,0.002649,5e-06
1,0.002652,0.0015,0.002652,5e-06
1,0.002655,0.0015,0.002655,5e-06
1,0.002658,0.0015,0.002658,5e-06
1,0.002661,0.0015,0.002661,5e-06
1,0.002664,0.0015,0.002664,5e-06
1,0.002667,0.0015,0.002667,5e-06
1,0.00267,0.0015,0.00267,5e-06
1,0.002673,0.0015,0.002673,5e-06
1,0.002676,0.0015,0.002676,5e-06
1,0.002679,0.0015,0.002679,5e-06
1,0.002682,0.0015,0.002682,5e-06
1,0.002685,0.0015,0.002685,5e-06
1,0.002688,0.0015,0.002688,5e-06
1,0.002691,0.0015,0.002691,5e-06
1,0.002694,0.0015,0.002694,5e-06
1,0.002697,0.0015,0.002697,5e-06
1,0.0027,0.0015,0.0027,5e-06
1,0.002703,0.0015,0.002703,5e-06
1,0.002706,0.0015,0.002706,5e-06
1,0.002709,0.0015,0.002709,5e-06
1,0.002712,0.0015,0.002712,5e-06
1,0.002715,0.0015,0.002715,5e-06
1,0.002718,0.0015,0.002718,5e-06
1,0.002721,0.0015,0.002721,5e-06
1,0.002724,0.0015,0.002724,5e-06
1,0.002727,0.0015,0.002727,5e-06
1,0.00273,0.0015,0.00273,5e-06
1,0.002733,0.0015,0.002733,5e-06
1,0.002736,0.0015,0.002736,5e-06
1,0.002739,0.0015,0.002739,5e-06
1,0.002742,0.0015,0.002742,5e-06
1,0.002745,0.0015,0.002745,5e-06
1,0.002748,0.0015,0.002748,5e-06
1,0.002751,0.0015,0.002751,5e-06
1,0.002754,0.0015,0.002754,5e-06
1,0.002757,0.0015,0.002757,5e-06
1,0.00276,0.0015,0.00276,5e-06
1,0.002763,0.0015,0.002763,5e-06
1,0.002766,0.0015,0.002766,5e-06
1,0.002769,0.0015,0.002769,5e-06
1,0.002772,0.0015,0.002772,5e-06
1,0.002775,0.0015,0.002775,5e-06
1,0.002778,0.0015,0.002778,5e-06
1,0.002781,0.0015,0.002781,5e-06
1,0.002784,0.0015,0.002784,5e-06
1,0.002787,0.0015,0.002787,5e-06
1,0.00279,0.0015,0.00279,5e-06
1,0.002793,0.0015,0.002793,5e-06
1,0.002796,0.0015,0.002796,5e-06
1,0.002799,0.0015,0.002799,5e-06
1,0.002802,0.0015,0.002802,5e-06
1,0.002805,0.0015,0.002805,5e-06
1,0.002808,0.0015,0.002808,5e-06
1,0.002811,0.0015,0.002811,5e-06
1,0.002814,0.0015,0.002814,5e-06
1,0.002817,0.0015,0.002817,5e-06
1,0.00282,0.0015,0.00282,5e-06
1,0.002823,0.0015,0.002823,5e-06
1,0.002826,0.0015,0.002826,5e-06
1,0.002829,0.0015,0.002829,5e-06
1,0.002832,0.0015,0.002832,5e-06
1,0.002835,0.0015,0.002835,5e-06
1,0.002838,0.0015,0.002838,5e-06
1,0.002841,0.0015,0.002841,5e-06
1,0.002844,0.0015,0.002844,5e-06
1,0.002847,0.0015,0.002847,5e-06
1,0.00285,0.0015,0.00285,5e-06
1,0.002853,0.0015,0.002853,5e-06
1,0.002856,0.0015,0.002856,5e-06
1,0.002859,0.0015,0.002859,5e-06
1,0.002862,0.0015,0.002862,5e-06
1,0.002865,0.0015,0.002865,5e-06
1,0.002868,0.0015,0.002868,5e-06
1,0.002871,0.0015,0.002871,5e-06
1,0.002874,0.0015,0.002874,5e-06
1,0.002877,0.0015,0.002877,5e-06
1,0.00288,0.0015,0.00288,5e-06
1,0.002883,0.0015,0.002883,5e-06
1,0.002886,0.0015,0.002886,5e-06
1,0.002889,0.0015,0.002889,5e-06
1,0.002892,0.0015,0.002892,5e-06
1,0.002895,0.0015,0.002895,5e-06
1,0.002898,0.0015,0.002898,5e-06
1,0.002901,0.0015,0.002901,5e-06
1,0.002904,0.0015,0.002904,5e-06
1,0.002907,0.0015,0.002907,5e-06
1,0.00291,0.0015,0.00291,5e-06
1,0.002913,0.0015,0.002913,5e-06
1,0.002916,0.0015,0.002916,5e-06
1,0.002919,0.0015,0.002919,5e-06
1,0.002922,0.0015,0.002922,5e-06
1,0.002925,0.0015,0.002925,5e-06
1,0.002928,0.0015,0.002928,5e-06
1,0.002931,0.0015,0.002931,5e-06
1,0.002934,0.0015,0.002934,5e-06
1,0.002937,0.0015,0.002937,5e-06
1,0.00294,0.0015,0.00294,5e-06
1,0.002943,0.0015,0.002943,5e-06
1,0.002946,0.0015,0.002946,5e-06
1,0.002949,0.0015,0.002949,5e-06
1,0.002952,0.0015,0.002952,5e-06
1,0.002955,0.0015,0.002955,5e-06
1,0.002958,0.0015,0.002958,5e-06
1,0.002961,0.0015,0.002961,5e-06
1,0.002964,0.0015,0.002964,5e-06
1,0.002967,0.0015,0.002967,5e-06
1,0.00297,0.0015,0.00297,5e-06
1,0.002973,0.0015,0.002973,5e-06
1,0.002976,0.0015,0.002976,5e-06
1,0.002979,0.0015,0.002979,5e-06
1,0.002982,0.0015,0.002982,5e-06
1,0.002985,0.0015,0.002985,5e-06
1,0.002988,0.0015,0.002988,5e-06
1,0.002991,0.0015,0.002991,5e-06
1,0.002994,0.0015,0.002994,5e-06
1,0.002997,0.0015,0.002997,5e-06
1,0.003,0.0015,0.003,5e-06
